price,ann_date,type,category,const_type,net_m2,brut_m2,room,age,floor,no_of_floor,heating,due,deposit,no_of_bathroom,no_of_wc,in_site,furniture,location
"9,000TL",21 Şubat 2021,Konut,Kiralık,Betonarme,135 m2,165 m2,3+1,0 (Yeni),10. Kat,12,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Kağıthane Kiralık Residenc
"2,400TL",21 Şubat 2021,Konut,Kiralık,Betonarme,50 m2,60 m2,Stüdyo,0 (Yeni),8. Kat,15,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Kağıthane Kiralık Residenc
"3,750TL",21 Şubat 2021,Konut,Kiralık,Betonarme,65 m2,75 m2,1+1,0 (Yeni),4. Kat,7,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Kağıthane Kiralık Residenc
"2,400TL",21 Şubat 2021,Konut,Kiralık,Betonarme,45 m2,55 m2,Stüdyo,0 (Yeni),5. Kat,7,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Kağıthane Kiralık Residenc
"2,600TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,48 m2,77 m2,1+1,4,23. Kat,30,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Ataşehir
"1,100TL",22 Şubat 2021,Konut,Kiralık,Betonarme,80 m2,90 m2,3+1,5-10,Düz Giriş,6,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Boş,Kartal
"7,500TL",21 Şubat 2021,Konut,Kiralık,Betonarme,155 m2,166 m2,3+1,0 (Yeni),10. Kat,15,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Sarıyer
"3,000TL",22 Şubat 2021,Konut,Kiralık,Betonarme,200 m2,220 m2,4+1,11-20,2. Kat,4,Kombi Doğalgaz,20 TL,3.000 TL,2,2,Hayır,Boş,Avcılar
"1,500TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,80 m2,90 m2,2+1,5-10,1. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Gaziosmanpaşa
"1,900TL",22 Şubat 2021,Konut,Kiralık,Betonarme,110 m2,120 m2,2+1,11-20,4. Kat,4,Kombi Doğalgaz,20 TL,3.800 TL,1,1,Hayır,Eşyalı,Avcılar
700TL,22 Şubat 2021,Konut,Kiralık,Betonarme,90 m2,100 m2,2+1,4,3. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Eşyalı,Avcılar
"1,600TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,95 m2,130 m2,3+1,20 Ve Üzeri,2. Kat,6,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Kartal
"1,100TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,85 m2,90 m2,2+1,11-20,1. Kat,2,Kombi Doğalgaz,Belirtilmemiş,1.100 TL,1,1,Hayır,Boş,Beykoz
"11,000TL",21 Şubat 2021,Konut,Kiralık,Çelik,130 m2,170 m2,3+1,5-10,16. Kat,33,Merkezi (Pay Ölçer),1.100 TL,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Sarıyer
"3,750TL",21 Şubat 2021,Konut,Kiralık,Betonarme,46 m2,60 m2,1+1,0 (Yeni),3. Kat,12,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Eyüpsultan
"2,900TL",21 Şubat 2021,Konut,Kiralık,Betonarme,45 m2,46 m2,Stüdyo,5-10,4. Kat,6,Merkezi (Pay Ölçer),736 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"2,850TL",22 Şubat 2021,Konut,Kiralık,Betonarme,100 m2,110 m2,2+1,11-20,1. Kat,4,Kombi Doğalgaz,20 TL,1.000 TL,1,1,Hayır,Eşyalı,Avcılar
"1,000TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,70 m2,75 m2,2+1,2,2. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Sancaktepe
"3,000TL",21 Şubat 2021,Konut,Kiralık,Betonarme,45 m2,46 m2,Stüdyo,5-10,2. Kat,6,Merkezi (Pay Ölçer),736 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"2,700TL",21 Şubat 2021,Konut,Kiralık,Betonarme,45 m2,46 m2,Stüdyo,5-10,2. Kat,6,Merkezi (Pay Ölçer),736 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"2,700TL",21 Şubat 2021,Konut,Kiralık,Betonarme,45 m2,46 m2,Stüdyo,5-10,2. Kat,6,Merkezi (Pay Ölçer),736 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"3,000TL",21 Şubat 2021,Konut,Kiralık,Betonarme,50 m2,51 m2,Stüdyo,5-10,2. Kat,6,Merkezi (Pay Ölçer),736 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"2,600TL",21 Şubat 2021,Konut,Kiralık,Betonarme,45 m2,46 m2,Stüdyo,5-10,2. Kat,6,Merkezi (Pay Ölçer),736 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"2,600TL",21 Şubat 2021,Konut,Kiralık,Betonarme,45 m2,46 m2,Stüdyo,5-10,2. Kat,6,Merkezi (Pay Ölçer),736 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"3,000TL",21 Şubat 2021,Konut,Kiralık,Betonarme,45 m2,46 m2,Stüdyo,5-10,1. Kat,6,Merkezi (Pay Ölçer),736 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"2,600TL",21 Şubat 2021,Konut,Kiralık,Betonarme,45 m2,46 m2,Stüdyo,5-10,1. Kat,6,Merkezi (Pay Ölçer),736 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"2,600TL",21 Şubat 2021,Konut,Kiralık,Betonarme,46 m2,50 m2,Stüdyo,5-10,Düz Giriş,6,Merkezi (Pay Ölçer),748 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"2,600TL",21 Şubat 2021,Konut,Kiralık,Betonarme,45 m2,46 m2,Stüdyo,5-10,Düz Giriş,6,Merkezi (Pay Ölçer),748 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"2,600TL",21 Şubat 2021,Konut,Kiralık,Betonarme,46 m2,50 m2,Stüdyo,5-10,Düz Giriş,6,Merkezi (Pay Ölçer),748 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"2,700TL",21 Şubat 2021,Konut,Kiralık,Betonarme,45 m2,46 m2,Stüdyo,5-10,4. Kat,6,Merkezi (Pay Ölçer),736 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"2,700TL",21 Şubat 2021,Konut,Kiralık,Betonarme,45 m2,46 m2,Stüdyo,5-10,4. Kat,6,Merkezi (Pay Ölçer),736 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"3,500TL",21 Şubat 2021,Konut,Kiralık,Betonarme,45 m2,46 m2,Stüdyo,5-10,2. Kat,6,Merkezi (Pay Ölçer),736 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"3,500TL",21 Şubat 2021,Konut,Kiralık,Betonarme,40 m2,46 m2,Stüdyo,5-10,Düz Giriş,6,Merkezi (Pay Ölçer),736 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"3,000TL",21 Şubat 2021,Konut,Kiralık,Betonarme,45 m2,46 m2,Stüdyo,5-10,1. Kat,6,Merkezi (Pay Ölçer),736 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"9,000TL",21 Şubat 2021,Konut,Kiralık,Betonarme,125 m2,160 m2,3+1,0 (Yeni),10. Kat,12,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Eyüpsultan
"9,000TL",21 Şubat 2021,Konut,Kiralık,Çelik,140 m2,175 m2,3+1,1,7. Kat,12,Merkezi (Pay Ölçer),100 TL,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Kağıthane
"2,500TL",21 Şubat 2021,Konut,Kiralık,Betonarme,35 m2,45 m2,Stüdyo,0 (Yeni),3. Kat,14,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Kağıthane
"3,500TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,55 m2,65 m2,Stüdyo,4,9. Kat,30,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Sarıyer Kiralık Residenc
"2,100TL",21 Şubat 2021,Konut,Kiralık,Betonarme,85 m2,100 m2,2+1,11-20,1. Kat,3,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Sarıyer
"1,750TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,45 m2,55 m2,1+1,4,4. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Beylikdüzü
"2,650TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,40 m2,55 m2,1+1,11-20,4. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Şişli
"9,500TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,160 m2,185 m2,3+1,11-20,22. Kat,30,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Sarıyer Kiralık Residenc
"2,000TL",22 Şubat 2021,Konut,Kiralık,Betonarme,100 m2,110 m2,3+1,11-20,2. Kat,4,Kombi Doğalgaz,Belirtilmemiş,2.000 TL,1,1,Hayır,Boş,Gaziosmanpaşa
"3,500TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,135 m2,155 m2,2+1,0 (Yeni),2. Kat,9,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Eşyalı,Esenyurt
"2,300TL",22 Şubat 2021,Konut,Kiralık,Betonarme,120 m2,130 m2,3+1,20 Ve Üzeri,Bahçe Katı,5,Kombi Doğalgaz,Belirtilmemiş,2.300 TL,1,1,Hayır,Eşyalı,Bahçelievler
"2,800TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,95 m2,106 m2,2+1,5-10,4. Kat,7,Merkezi (Pay Ölçer),Belirtilmemiş,5.600 TL,2,1,Evet,Eşyalı,Pendik
"2,750TL",22 Şubat 2021,Konut,Kiralık,Betonarme,60 m2,70 m2,2+1,2,2. Kat,3,Kombi Doğalgaz,30 TL,2.750 TL,1,1,Hayır,Eşyalı,Şişli
"1,300TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,48 m2,54 m2,2+1,0 (Yeni),Düz Giriş,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Esenyurt
"2,600TL",22 Şubat 2021,Konut,Kiralık,Betonarme,110 m2,120 m2,3+1,20 Ve Üzeri,8. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,2,Evet,Belirtilmemiş,Beylikdüzü
"3,600TL",22 Şubat 2021,Konut,Kiralık,Betonarme,100 m2,110 m2,2+1,20 Ve Üzeri,1. Kat,4,Merkezi Doğalgaz,230 TL,3.600 TL,1,2,Hayır,Boş,Beşiktaş
"2,600TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,60 m2,85 m2,2+1,5-10,3. Kat,13,Yerden Isıtma,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Ümraniye
"1,750TL",22 Şubat 2021,Konut,Kiralık,Betonarme,90 m2,100 m2,2+1,20 Ve Üzeri,3. Kat,5,Kombi Doğalgaz,30 TL,1.750 TL,1,2,Hayır,Boş,Beyoğlu
"3,200TL",22 Şubat 2021,Konut,Kiralık,Betonarme,100 m2,130 m2,3+1,20 Ve Üzeri,6. Kat,9,Merkezi Doğalgaz,160 TL,6.400 TL,2,1,Hayır,Boş,Kadıköy
"3,300TL",22 Şubat 2021,Konut,Kiralık,Betonarme,75 m2,110 m2,1+1,11-20,2. Kat,4,Merkezi (Pay Ölçer),750 TL,Belirtilmemiş,1,Belirtilmemiş,Evet,Boş,Çekmeköy
"3,550TL",22 Şubat 2021,Konut,Kiralık,Betonarme,60 m2,80 m2,2+1,0 (Yeni),1. Kat,10,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Belirtilmemiş,Kadıköy
"2,550TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,60 m2,74 m2,1+1,5-10,8. Kat,19,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Başakşehir
"3,000TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,63 m2,102 m2,2+1,5-10,6. Kat,18,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Bağcılar
"2,300TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,59 m2,83 m2,1+1,5-10,4. Kat,14,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Bağcılar
"5,500TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,110 m2,135 m2,3+1,5-10,14. Kat,29,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Eşyalı,Başakşehir
"2,000TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,80 m2,85 m2,2+1,11-20,2. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"1,950TL",21 Şubat 2021,Konut,Kiralık,Betonarme,120 m2,130 m2,3+1,20 Ve Üzeri,2. Kat,4,Kombi Doğalgaz,20 TL,2.750 TL,1,1,Hayır,Boş,Güngören
"1,100TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,55 m2,62 m2,1+1,3,6. Kat,14,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Esenyurt
"2,250TL",21 Şubat 2021,Konut,Kiralık,Betonarme,90 m2,95 m2,2+1,11-20,Bahçe Katı,2,Kombi Doğalgaz,250 TL,2.250 TL,1,1,Evet,Boş,Çekmeköy
"2,500TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,70 m2,90 m2,2+1,5-10,Bahçe Katı,18,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Kartal
"25,000TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,290 m2,330 m2,5+1,11-20,Çatı Katı,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Boş,Sarıyer
"4,000TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,70 m2,110 m2,2+1,1,18. Kat,30,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Kartal
"1,600TLarrow_downward",21 Şubat 2021,Konut,Kiralık,Betonarme,70 m2,80 m2,2+1,2,4. Kat,4,Kombi Doğalgaz,60 TL,1.750 TL,1,1,Hayır,Boş,Ataşehir
"2,000TL",21 Şubat 2021,Konut,Kiralık,Betonarme,65 m2,90 m2,1+1,11-20,Bahçe Katı,3,Kombi Doğalgaz,1 TL,2.000 TL,1,1,Hayır,Boş,Sarıyer
"1,250TL",21 Şubat 2021,Konut,Kiralık,Betonarme,55 m2,65 m2,1+1,3,Yüksek Giriş,3,Kombi Doğalgaz,30 TL,2.500 TL,1,1,Hayır,Boş,Küçükçekmece
"4,900TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,51 m2,68 m2,1+1,0 (Yeni),12. Kat,15,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Kağıthane Kiralık Residenc
"2,500TL",21 Şubat 2021,Konut,Kiralık,Betonarme,45 m2,50 m2,Stüdyo,1,8. Kat,16,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Kağıthane Kiralık Residenc
"2,400TL",21 Şubat 2021,Konut,Kiralık,Betonarme,67 m2,87 m2,2+1,20 Ve Üzeri,3. Kat,4,Merkezi (Pay Ölçer),390 TL,4.800 TL,1,1,Hayır,Boş,Küçükçekmece
"1,500TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,80 m2,85 m2,2+1,20 Ve Üzeri,Bahçe Katı,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Üsküdar
"11,000TL",21 Şubat 2021,Konut,Kiralık,Çelik,130 m2,170 m2,3+1,5-10,13. Kat,32,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Sarıyer Kiralık Residenc
"3,750TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,75 m2,90 m2,1+1,0 (Yeni),10. Kat,20,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Büyükçekmece
"3,350TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,100 m2,110 m2,3+1,11-20,Bahçe Katı,8,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Sarıyer
"1,000TL",21 Şubat 2021,Konut,Kiralık,Betonarme,80 m2,90 m2,1+1,5-10,Düz Giriş,4,Kombi Doğalgaz,25 TL,1.000 TL,1,1,Hayır,Boş,Sancaktepe
"1,100TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,80 m2,90 m2,1+1,20 Ve Üzeri,3. Kat,3,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Küçükçekmece
"2,750TL",22 Şubat 2021,Konut,Kiralık,Betonarme,60 m2,65 m2,2+1,2,3. Kat,3,Kombi Doğalgaz,30 TL,2.750 TL,1,1,Hayır,Eşyalı,Şişli
"1,850TL",22 Şubat 2021,Konut,Kiralık,Betonarme,90 m2,105 m2,2+1,11-20,Yüksek Giriş,3,Kombi Doğalgaz,Belirtilmemiş,3.700 TL,1,1,Hayır,Boş,Bakırköy
"1,250TL",22 Şubat 2021,Konut,Kiralık,Betonarme,20 m2,25 m2,Stüdyo,11-20,1. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Boş,Kağıthane
"1,800TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,85 m2,90 m2,2+1,3,2. Kat,3,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Maltepe
"2,650TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,120 m2,140 m2,3+1,20 Ve Üzeri,2. Kat,2,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Ümraniye
"4,500TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,125 m2,140 m2,2+1,20 Ve Üzeri,4. Kat,4,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Bakırköy
"2,000TL",22 Şubat 2021,Konut,Kiralık,Betonarme,55 m2,75 m2,1+1,5-10,Kot 2,6,Kombi Doğalgaz,Belirtilmemiş,4.000 TL,1,1,Hayır,Eşyalı,Beyoğlu
"2,200TL",22 Şubat 2021,Konut,Kiralık,Betonarme,75 m2,82 m2,2+1,20 Ve Üzeri,Düz Giriş,4,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,2,Hayır,Boş,Bahçelievler
"3,800TL",22 Şubat 2021,Konut,Kiralık,Betonarme,110 m2,140 m2,3+1,0 (Yeni),6. Kat,14,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,2,Hayır,Belirtilmemiş,Bağcılar
"5,000TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,105 m2,130 m2,3+1,0 (Yeni),4. Kat,9,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Ataşehir
"8,500TL",22 Şubat 2021,Konut,Kiralık,Betonarme,160 m2,180 m2,3+1,20 Ve Üzeri,2. Kat,5,Kombi Doğalgaz,100 TL,17.000 TL,2,1,Hayır,Boş,Bakırköy
"2,200TL",22 Şubat 2021,Konut,Kiralık,Betonarme,35 m2,67 m2,1+1,0 (Yeni),6. Kat,15,Merkezi (Pay Ölçer),0 TL,4.500 TL,1,1,Evet,Boş,Küçükçekmece
"2,100TL",21 Şubat 2021,Konut,Kiralık,Betonarme,85 m2,100 m2,2+1,20 Ve Üzeri,4. Kat,5,Merkezi Doğalgaz,200 TL,2.000 TL,1,1,Hayır,Boş,Fatih
"1,250TL",21 Şubat 2021,Konut,Kiralık,Betonarme,130 m2,140 m2,4+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,75 TL,1.250 TL,1,2,Hayır,Boş,Sancaktepe
"3,900TL",21 Şubat 2021,Konut,Kiralık,Betonarme,120 m2,130 m2,3+1,20 Ve Üzeri,1. Kat,4,Kombi Doğalgaz,100 TL,5.000 TL,1,1,Hayır,Eşyalı,Fatih
"2,000TL",21 Şubat 2021,Konut,Kiralık,Betonarme,75 m2,86 m2,1+1,1,Kot 1,25,Merkezi (Pay Ölçer),0 TL,0 TL,1,1,Evet,Eşyalı,Esenyurt Kiralık Residenc
"2,500TL",21 Şubat 2021,Konut,Kiralık,Betonarme,120 m2,135 m2,3+1,20 Ve Üzeri,Düz Giriş,5,Kombi Doğalgaz,Belirtilmemiş,2.300 TL,1,Belirtilmemiş,Hayır,Boş,Üsküdar
"2,450TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,35 m2,45 m2,1+1,4,13. Kat,18,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Kağıthane Kiralık Residenc
"3,000TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,40 m2,60 m2,1+1,4,14. Kat,15,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Kağıthane Kiralık Residenc
"1,800TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,100 m2,105 m2,3+1,5-10,5. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Kağıthane
"4,200TL",21 Şubat 2021,Konut,Kiralık,Betonarme,125 m2,135 m2,3+1,20 Ve Üzeri,Düz Giriş,8,Merkezi Doğalgaz,300 TL,4.200 TL,1,2,Hayır,Boş,Beşiktaş
"2,000TL",22 Şubat 2021,Konut,Kiralık,Betonarme,90 m2,100 m2,2+1,20 Ve Üzeri,2. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,2,Hayır,Boş,Bahçelievler
"11,000TL",22 Şubat 2021,Konut,Kiralık,Betonarme,190 m2,200 m2,4+1,11-20,2. Kat,3,Kombi Doğalgaz,Belirtilmemiş,22.000 TL,2,2,Hayır,Boş,Bakırköy
"2,000TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,105 m2,120 m2,3+1,20 Ve Üzeri,1. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Bahçelievler
"4,200TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,65 m2,80 m2,1+1,5-10,4. Kat,16,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Kağıthane Kiralık Residenc
"2,000TL",21 Şubat 2021,Konut,Kiralık,Betonarme,120 m2,140 m2,3+1,20 Ve Üzeri,Yüksek Giriş,14,Kombi Doğalgaz,140 TL,4.000 TL,1,2,Hayır,Boş,Beylikdüzü
"3,000TL",21 Şubat 2021,Konut,Kiralık,Betonarme,45 m2,46 m2,Stüdyo,5-10,4. Kat,6,Merkezi (Pay Ölçer),736 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"3,000TL",21 Şubat 2021,Konut,Kiralık,Betonarme,45 m2,46 m2,Stüdyo,5-10,3. Kat,6,Merkezi (Pay Ölçer),736 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"2,700TL",21 Şubat 2021,Konut,Kiralık,Betonarme,45 m2,46 m2,Stüdyo,5-10,3. Kat,6,Merkezi (Pay Ölçer),736 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"1,700TL",22 Şubat 2021,Konut,Kiralık,Betonarme,90 m2,105 m2,3+1,20 Ve Üzeri,Yüksek Giriş,5,Kombi Doğalgaz,Belirtilmemiş,3.400 TL,1,1,Hayır,Boş,Bahçelievler
"3,000TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,45 m2,57 m2,1+1,0 (Yeni),9. Kat,15,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Kağıthane Kiralık Residenc
"2,550TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,110 m2,130 m2,2+1,11-20,Düz Giriş,7,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Başakşehir
"4,200TL",21 Şubat 2021,Konut,Kiralık,Belirtilmemiş,130 m2,140 m2,3+1,20 Ve Üzeri,3. Kat,5,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Beşiktaş
"4,000TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,85 m2,90 m2,2+1,20 Ve Üzeri,2. Kat,3,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Sarıyer
"2,000TL",21 Şubat 2021,Konut,Kiralık,Betonarme,75 m2,80 m2,1+1,5-10,3. Kat,3,Kombi Doğalgaz,0 TL,2.000 TL,1,1,Hayır,Eşyalı,Sarıyer
"5,000TL",22 Şubat 2021,Konut,Kiralık,Belirtilmemiş,50 m2,55 m2,Stüdyo,0 (Yeni),8. Kat,13,Yerden Isıtma,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Sarıyer
